variable,group,bin,left,right,count,share_pct
lenderRepaymentTerm,控制变量,39,42.0,43.0,2023,0.1639
log_repayment_term,控制变量,0,1.3862943611198906,1.4462417429398498,1549,0.1255
log_repayment_term,控制变量,1,1.4462417429398498,1.5061891247598092,0,0.0
log_repayment_term,控制变量,2,1.5061891247598092,1.5661365065797683,0,0.0
log_repayment_term,控制变量,3,1.5661365065797683,1.6260838883997277,1039,0.0842
log_repayment_term,控制变量,4,1.6260838883997277,1.686031270219687,0,0.0
log_repayment_term,控制变量,5,1.686031270219687,1.7459786520396463,0,0.0
log_repayment_term,控制变量,6,1.7459786520396463,1.8059260338596055,10835,0.8779
log_repayment_term,控制变量,7,1.8059260338596055,1.8658734156795647,0,0.0
log_repayment_term,控制变量,8,1.8658734156795647,1.925820797499524,0,0.0
log_repayment_term,控制变量,9,1.925820797499524,1.9857681793194832,22079,1.789
log_repayment_term,控制变量,10,1.9857681793194832,2.0457155611394424,0,0.0
log_repayment_term,控制变量,11,2.0457155611394424,2.105662942959402,83199,6.7415
log_repayment_term,控制变量,12,2.105662942959402,2.165610324779361,0,0.0
log_repayment_term,控制变量,13,2.165610324779361,2.22555770659932,292135,23.6713
log_repayment_term,控制变量,14,2.22555770659932,2.2855050884192796,0,0.0
log_repayment_term,控制变量,15,2.2855050884192796,2.345452470239239,38163,3.0923
log_repayment_term,控制变量,16,2.345452470239239,2.4053998520591984,44783,3.6287
log_repayment_term,控制变量,17,2.4053998520591984,2.4653472338791573,0,0.0
log_repayment_term,控制变量,18,2.4653472338791573,2.5252946156991167,103657,8.3992
log_repayment_term,控制变量,19,2.5252946156991167,2.585241997519076,42060,3.4081
log_repayment_term,控制变量,20,2.585241997519076,2.645189379339035,77439,6.2748
log_repayment_term,控制变量,21,2.645189379339035,2.7051367611589945,0,0.0
log_repayment_term,控制变量,22,2.7051367611589945,2.765084142978954,350486,28.3994
log_repayment_term,控制变量,23,2.765084142978954,2.825031524798913,34311,2.7802
log_repayment_term,控制变量,24,2.825031524798913,2.8849789066188722,3366,0.2727
log_repayment_term,控制变量,25,2.8849789066188722,2.9449262884388316,8594,0.6964
log_repayment_term,控制变量,26,2.9449262884388316,3.0048736702587906,6922,0.5609
log_repayment_term,控制变量,27,3.0048736702587906,3.06482105207875,48946,3.966
log_repayment_term,控制变量,28,3.06482105207875,3.1247684338987094,7386,0.5985
log_repayment_term,控制变量,29,3.1247684338987094,3.1847158157186684,3280,0.2658
log_repayment_term,控制变量,30,3.1847158157186684,3.244663197538628,401,0.0325
log_repayment_term,控制变量,31,3.244663197538628,3.304610579358587,30777,2.4938
log_repayment_term,控制变量,32,3.304610579358587,3.364557961178546,6497,0.5264
log_repayment_term,控制变量,33,3.364557961178546,3.424505342998506,2793,0.2263
log_repayment_term,控制变量,34,3.424505342998506,3.484452724818465,519,0.0421
log_repayment_term,控制变量,35,3.484452724818465,3.544400106638424,906,0.0734
log_repayment_term,控制变量,36,3.544400106638424,3.6043474884583837,453,0.0367
log_repayment_term,控制变量,37,3.6043474884583837,3.6642948702783427,7286,0.5904
log_repayment_term,控制变量,38,3.6642948702783427,3.7242422520983016,2022,0.1638
log_repayment_term,控制变量,39,3.7242422520983016,3.784189633918261,2248,0.1822
platform_posting_7d_count,控制变量,0,706.0,893.9,2582,0.2092
platform_posting_7d_count,控制变量,1,893.9,1081.8,10015,0.8115
platform_posting_7d_count,控制变量,2,1081.8,1269.7,19859,1.6091
platform_posting_7d_count,控制变量,3,1269.7,1457.6,28064,2.274
platform_posting_7d_count,控制变量,4,1457.6,1645.5,37878,3.0692
platform_posting_7d_count,控制变量,5,1645.5,1833.4,43736,3.5439
platform_posting_7d_count,控制变量,6,1833.4,2021.3,50913,4.1254
platform_posting_7d_count,控制变量,7,2021.3,2209.2,56312,4.5629
platform_posting_7d_count,控制变量,8,2209.2,2397.1000000000004,71110,5.7619
platform_posting_7d_count,控制变量,9,2397.1000000000004,2585.0,94855,7.686
platform_posting_7d_count,控制变量,10,2585.0,2772.9,95352,7.7262
platform_posting_7d_count,控制变量,11,2772.9,2960.8,111653,9.0471
platform_posting_7d_count,控制变量,12,2960.8,3148.7000000000003,98378,7.9714
platform_posting_7d_count,控制变量,13,3148.7000000000003,3336.6,94619,7.6669
platform_posting_7d_count,控制变量,14,3336.6,3524.5,83357,6.7543
platform_posting_7d_count,控制变量,15,3524.5,3712.4,65178,5.2813
platform_posting_7d_count,控制变量,16,3712.4,3900.3,50678,4.1064
platform_posting_7d_count,控制变量,17,3900.3,4088.2000000000003,45316,3.6719
platform_posting_7d_count,控制变量,18,4088.2000000000003,4276.1,32735,2.6525
platform_posting_7d_count,控制变量,19,4276.1,4464.0,20597,1.6689
platform_posting_7d_count,控制变量,20,4464.0,4651.9,19403,1.5722
platform_posting_7d_count,控制变量,21,4651.9,4839.8,19981,1.619
platform_posting_7d_count,控制变量,22,4839.8,5027.7,14503,1.1752
